adjustable,flicker_free,mount_compatible,price,product_name,refresh_rate,resolution,response_time,review_count,review_rating,screen_curvature,video_inputs
Tilt Adjustable,,VESA Mount Compatiable,189.99,"SCEPTRE C248W-1920RN 24"" (Actual size 23.6"") Full HD 1920 x 1080 75Hz 8ms HDMI VGA Built-in Speakers Widescreen Ultra Slim LED Backlight Curved Gaming Monitor",75Hz Refresh Rate,1920 x 1080 Full HD Resolution,8ms Response Time,11,4,,"HDMI, VGA Video Inputs"
Tilt Adjustable,,VESA Mount Compatible,225,"Sceptre 23.6"" Metal Black C248B-144RN Full HD 1920x1080 3ms 144Hz AMD FreeSync DisplayPort 2xHDMI Built-in Speakers Edge-less Curved Gaming LED Monitor",144Hz Refresh Rate,,3ms Response Time,11,4,,
Tilt Adjustable,Flicker-Free Technology,VESA Mount Compatible,364.4,"SCEPTRE C305B-200UN 30"" UltraWide HD 2560 x 1080 2K Resolution 200Hz 5ms 3 x HDMI, DisplayPort Built-In Speakers FreeSync Technology Backcover Anti-Glare LED Backlit Curved Gaming Monitor",200Hz Refresh Rate,2560 x 1080 UltraWide HD 2K Resolution,5ms Response Time,13,4,,"1 x HDMI (2.0), 2 x HDMI (1.4), DisplayPort Video Inputs"
Tilt Adjustable,,,202.17,"LG 24GL600F-B 24"" Full HD 1920 x 1080 1ms (GTG Faster) 144Hz 2xHDMI DisplayPort Flicker Safe AMD Radeon FreeSync Anti-Glare Backlit LED Gaming Monitor",144Hz Refresh Rate,1920 x 1080 Full HD Resolution,1ms (GTG) Response Time,12,4,,"2 x HDMI, DisplayPort Video Inputs"
,,VESA Mount Compatible,296.99,"LG 24UD58-B 24"" (Actual size 23.8"") Ultra HD 3840 x 2160 4K 5ms (GTG) 60Hz 2xHDMI DisplayPort AMD FreeSync Flicker Safe Anti-Glare LED Backlit IPS Gaming Monitor",,3840 x 2160 Ultra HD 4K Resolution @ 60Hz,5ms Response Time,14,4,,"2 x HDMI (2.0), DisplayPort Video Inputs"
"Tilt, Height Adjustable",,VESA Mount Compatible,,"LG UltraGear 38GL950G-B 38"" (Actual size 37.5"") WQHD+ 3840 x 1600 1ms (GTG) 144Hz 175Hz (OC) HDMI DisplayPort USB Hub NVIDIA G-Sync Flicker Safe HDR 400 NANO IPS Curved Gaming Monitor","144Hz (GTG), 175Hz (OC) Refresh Rate",3840 x 1600 WQHD+ 2K Resolution,1ms Response Time,1,5,,
Tilt Adjustable,,VESA Mount Compatible,360.99,"Sceptre E255B-1658A 24.5"" Full HD 1920x1080 165Hz 1ms Built-in Speakers DisplayPort 2xHDMI AMD FreeSync Anti-Flicker LED Gaming Monitor",165Hz Refresh Rate,,1ms Response Time,18,4,,
Tilt / Height / Pivot Adjustable Stand,,,629.99,"LG 27UK850-W 27"" UHD 3840 x 2160 (4K) 5ms (GTG, High) HDMI, DisplayPort, USB FreeSync (AMD Adaptive Sync) Built-in Speakers IPS HDR UHD 4K HDMI & DP & USB Type-C Monitor",,,,1,5,,
Tilt Adjustable,"Flicker-Free Technology with Low Blue-Light",,169.99,"MSI Optix G241 24"" (Actual size 23.8"") Full HD 1920 x 1080 4ms (GTG) / 1ms (MPRT) 144 Hz HDMI, DisplayPort AMD FreeSync Gaming Monitor","144Hz Refresh Rate","1920 x 1080 Full HD Resolution","4ms (GTG), 1ms (MPRT) Response Time",1,1,,"DisplayPort (1.2), 2 x HDMI (1.4) Video Inputs"
"Angle Adjustable: Yes (L-R 45°) ,Height Adjustable: Yes (± 3.5 in.) ,Tilt Adjustable: Yes (-5° ~ 15°) ",,,359.99,"VIOTEK GN35DA 35-Inch Curved Ultrawide Gaming Monitor  144Hz (200Hz OC) UWFHD HDR 21:9  HDMI 2.0 DP DVI w/ FreeSync  Adjustable Swivel, Tilt & Height 3-Year Warranty","Refresh Rate: 144Hz (native), 200Hz (overclock) ",Resolution: 2560x1080p ,,3,3,,
"Height, Pivot, Swivel, Tilt Adjustable",,,516,"Dell S2417DG 24"" (Actual size 23.8"") 2560 x 1440 2K Resolution 165Hz 1ms HDMI DisplayPort NVIDIA G-SYNC Anti-Glare LED Backlit LCD Gaming Monitor",165Hz with Overclock Refresh Rate,2560 x 1440 2K Resolution,1ms Response Time,107,4,,"HDMI, DisplayPort Video Inputs"
,,,349.99,"LG 32UK550-B Black 32"" 4ms (GTG) HDMI Widescreen 4K UHD Monitor with Radeon FreeSync Technology 300 cd/m2 3000:1",,,,12,5,,
Tilt Adjustable: Yes (-5° ~ 15°) ,,,149.99,VIOTEK GFV24C 24-Inch Ultra-Thin 144Hz Gaming Monitor | 1080P 4ms (OD) | G-Sync-Compatible FreeSync FPS/RTS | HDMI DP 3.5mm | Zero-Tolerance Dead Pixel Policy (VESA),Refresh Rate: 144Hz,Resolution: 1920x1080p,Response Time: 4ms (with Overdrive),1,2,,
,,,,Nixeus EDG 27” IPS 3840 x 2160 AMD FreeSync Premium Certified 144Hz Ultra HD 4K Gaming Monitor,"Native Refresh Rate: 144Hz, AMD Radeon FreeSync Premium Certified Range for 48Hz – 144Hz (DisplayPort 1.4 input with DSC).","27"" IPS Type (AHVA) with Native 4K Resolution 3840 x 2160 UHD LED Backlight Display.,Note: Native 4K Resolution with native 144Hz refresh rate requires hardware source device and cable to support DisplayPort 1. 4 with Display Stream Compression Technology.  AMD Radeon RX 5000 series or newer graphics card/ Nvidia RTX 20 series or newer graphics card required","Response Time: 4ms (Gray to Gray), Brightness: 350 cd/m2 (Typical) and Up to 400 cd/m2, Native Contrast Ratio: 1000:1, Viewing Angles: 178° horizontal/178° vertical.",5,4,,
,,,159,"LG 27MK400H-B Black 27"" TN FHD 1080p 2ms (GTG, Faster) 75Hz AMD FreeSync Technology Monitor, 300 cd/m2, HDMI & D-Sub, Tilt, VESA Compatible",,,,5,4,,
,Flicker-Free Technology with Blue Light Filter,VESA Mount Compatible,249.99,"Viewsonic VA2452SM_H2 24"" Full HD 1920 x 1080 6.5ms VGA DVI-D DisplayPort Flicker-Free Technology Blue Light Filter Built-in Speakers Anti-Glare Backlit LED Dual Monitor Pack",,1920 x 1080 Full HD Resolution @ 60Hz,6.5ms Response Time,1,1,,"VGA, DVI-D, DisplayPort Video Inputs"
,,VESA Compatibility - Mountable,400.9,"Acer BE270U UM.HB0AA.002 27"" WQHD 2560 x 1440 (2K) 5 ms 75 Hz DisplayPort Built-in Speakers LCD Monitor",,,,1,1,,
,,,499,"LG 27UD88-W 27"" FreeSync IPS LED Monitor 4K UHD 3840 x 2160 16:9 Widescreen 5ms (GTG) On-Screen Control with Screen Split, Game Mode & Black Stabilizer USB 3.0 Quick Charge HDMI",,UHD Resolution 3840 x 2160 5ms (GTG),,10,4,,
Tilt Adjustable,Low Blue Light and Flicker-Free Technology,VESA Mount Compatible,449.99,"BenQ EX2780Q 27"" Quad HD 2560 x 1440 2K Resolution 5ms (GTG) 144Hz 2 x HDMI, DisplayPort USB Type-C AMD FreeSync Flicker-Free Low Blue Light Built-in Speakers LED Backlit IPS Gaming Monitor",144Hz Refresh Rate,2560 x 1440 Quad HD 2K Resolution,5ms (GTG) Response Time,11,4,,"2 x HDMI (2.0), DisplayPort, USB Type-C 3.0 Video Inputs "
,,"VESA Mountable: 75mm x 75mm ",167.99,"SAMSUNG 390 Series C24F390 Glossy Black 24"" 4ms HDMI Widescreen LCD/LED Monitor, AMD FreeSync, 250cd/m2 DCR Mega Infinity (3000:1), VESA Mountable, D-Sub, HDMI",,,,16,4,"1800R Curvature for an immersive viewing experience",
,,,191.69,"LG 27MP59G 27"" Full HD Black IPS FreeSync Gaming Monitor, 1920 x 1080, 16:9 Aspect Ratio, 75 Hz Refresh Rate, 5ms GTG / 1ms MBR Response Time, On-Screen Control, 4 Screen Split, HDMI, DP, D-Sub",,,"1ms MBR, 5ms GTG Response Time",23,4,,
"Tilt, Swivel, Pivot, Height Adjustable",,,379.99,"HP EliteDisplay E273m 27"" FullHD 1920x1080 5ms 60Hz LED IPS Monitor w/HD WebCam",,1920 x 1080 Full HD Resolution @ 60Hz,,2,5,,
,,,340.31,"ViewSonic VX3268-2KPC-MHD 32"" QHD 1440p Curved 144Hz 1ms Gaming Monitor with FreeSync Premium Eye Care HDMI and DP",,,,9,4,,
,Flicker-Free Technology,,154.34,"ViewSonic VX2376-SMHD 23"" Full HD 1920 x 1080 HDMI VGA DisplayPort Built-in Speakers SuperClear UltraSlim Frameless Anti-Glare LED Backlight IPS Ultrawide Monitor",,1920 x 1080 Full HD Resolution,"14ms (GTG), 7ms (GTG W/OD) Response Time",39,4,,"HDMI, VGA, DisplayPort Video Inputs"
,,"Display Features: Tilt, Swivel, Pivot, Vesa Mount Compatible, Anti-glare, USB Hub, LED Backlights, In Plane Switching, Security Lock Slot, Energy Star Certified",608.33,"[OB] Dell UltraSharp U2720Q 27"" LCD LED Monitor - 3840 x 2160 4K Display -",,,,3,5,,
,,,219.99,"Nixeus EDG 24"" 1920 x 1080 AMD Radeon FreeSync Certified 144Hz Gaming Monitor with Base Tilt Only Stand (NX-EDG24S)",,"Display Type: 24"" TN eSports Gaming Grade Panel with Maximum Resolution of 1920 x 1080.","Response Time: 1ms",15,4,,
Tilt Adjustable,,VESA Mount Compatible,299.99,"SCEPTRE C325B-185RD 32"" (31.5"" Viewable) Full HD 1920 x 1080 3ms (GTG) 185Hz 3 x HDMI, DisplayPort, AMD FreeSync Compatible Built-in Speakers Anti-Flicker LED Backlit Curved Gaming Monitor",Up to 185Hz Refresh Rate,1920 x 1080 Full HD Resolution,,1,5,,"1 x HDMI (2.0), 2 x HDMI (1.4), DisplayPort Video Inputs"
Tilt Adjustable,,VESA Mount Compatible,147.35,"ViewSonic VA2359-smh 23"" Full HD 1920 x 1080 7ms (GTG W/OD) HDMI VGA Built-in Speakers SuperClear Anti-Glare Backlit LED IPS Monitor",,1920 x 1080 Full HD Resolution,"7ms (GTG W/OD), 14ms (Typical GTG) Response Time",36,4,,"HDMI, VGA Video Inputs"
"Tilt, Swivel, Pivot, Height Adjustable",Flicker-Free Technology,VESA Mount Compatible,399.99,"BenQ PD3200Q 32"" QHD 2560 x 1440 2K Resolution 4ms 60Hz DVI-DL Mini-DP HDMI DisplayPort 100% Rec.709 100% sRGB CAD/CAM Mode Animation Mode Built-in Speakers Backlit LED Professional Monitor",,2560 x 1440 Quad HD Resolution @ 60Hz,4ms Response Time,47,4,,"DVI-DL, HDMI (1.4), DisplayPort (1.2), Mini-DisplayPort (1.2) Video Inputs"
,,,152,Lenovo ThinkCentre Tiny-in-One 21.5 Inch Monitor with Speaker and Webcam,,,,2,5,,
"Tilt, Height Adjustable",,VESA Mount Compatible,293.99,"LG 24GL650-B 24"" (Actual size 23.6"") Full HD 1920 x 1080 144Hz 1ms 2xHDMI DisplayPort Radeon FreeSync Technology Flicker-Free Black Stabilizer Anti-Glare Widescreen LED Backlight Gaming Monitor",144Hz Refresh Rate,1920 x 1080 Full HD Resolution,1ms (GTG) Response Time,1,5,,"2 x HDMI, DisplayPort (1.2) Video Inputs"
Tilt Adjustable,,VESA Mount Compatible,200.99,"SAMSUNG C24F396 24"" (23.5"" Viewable) Full HD 1920 x 1080 4ms (GTG) VGA, HDMI AMD FreeSync Flicker Free Low Blue Light LED Backlit Curved Gaming Monitor",,1920 x 1080 Full HD Resolution @ 60Hz,4ms GTG Response Time,15,4,1800R Curvature for the Most Deeply Immersive Viewing Experience,
,,,287.47,"SCEPTRE C275B-144R Black 27"" 3ms (GTG) HDMI Widescreen 1920x1080 FHD 144Hz 1800R Curved Monitor 250 cd/m2 20000:1, US Warranty","144Hz Refresh Rate","1920 x 1080 Resolution",,15,4,"1800R Immersive Curvature",
"Height, Swivel, Pviot, Tilt Adjustable",,VESA Mount Compatible,499,"Dell S2419HGF 24"" Full HD 1920x1080 1ms 144Hz 2xHDMI DisplayPort AMD FreeSync G-Sync Compatible Tilt Pivot Swivel Height Adjustable Backlit LED Gaming Monitor",144Hz Refresh Rate,1920 x 1080 Full HD Resolution,1ms Response Time,19,4,,"2 x HDMI (1.4), DisplayPort (1.2) Video Inputs"
,"Low Blue Light & Flicker-Free",,169,"BenQ ZOWIE XL2411 24"" 1080p 1ms(GTG) 144Hz eSports Gaming Monitor, Black eQualizer, Height Adjustable, VESA Ready","144Hz Refresh Rate, 1ms(GTG) Response Time","1920x1080 Native Resolution ","144Hz Refresh Rate, 1ms(GTG) Response Time",18,4,,
,,,357.99,Raypodo 24 inch 4K 3840*2160 UHD PC gaming monitor with breathing light and lifting base,,,,1,3,,
,,"VESA Mountable: 75mm x 75mm",449,"SAMSUNG U28E590D Black 28"" 4K UHD Widescreen LCD/LED Monitor, AMD FreeSync 1ms, 370 cd/m2 DCR Mega Infinity (1000:1), VESA Mountable, HDMI DisplayPort",,,,63,4,,
Tilt/Height/Pivot Adjustable Stand,,,799.99,"LG UltraGear 27GN950-B 27"" UHD 3840 x 2160 (4K) 1ms (GTG at Faster) 144 Hz 2xHDMI, DisplayPort, USB AMD FreeSync Premium Pro and NVIDIA G-SYNC Compatible Nano IPS Gaming Monitor",,,,2,5,,
Tilt Adjustable,,,199.99,"MSI Optix G27C2 27"" Full HD 1920x1080 1ms 144Hz HDMI DisplayPort DVI Adaptive AMD FreeSync Backlit LED Curved LCD Gaming Monitor",144Hz Refresh Rate,1920 x 1080 Full HD Resolution,1ms Response Time,6,3,,
,,,415.37,"LG UltraGear 27GN75B-B 27"" HDR10 IPS FHD 1920 x 1080 240Hz 1ms 2 x HDMI, DisplayPort, USB RADEON FreeSync and NVIDIA G-SYNC Compatible Gaming Monitor","240Hz Refresh Rate",,"IPS 1ms Response Time",2,5,,
,"Flicker-Free: Yes",,307.87,"ViewSonic VX2768-2KPC-MHD 27"" 1440p Curved 144Hz 1ms(MPRT) Gaming Monitor with FreeSync Premium Eye Care 2x HDMI and DisplayPort",,,,2,5,,
Adjustable Stand Maximize your productivity and comfort with the adjustable stand.,,,,"MSI Optix MPG27CQ 27"" Full HD RGB LED Non-Glare Super Narrow Bezel 1 ms 2560 x 1440 144Hz Refresh Rate Steel Series GameSense FreeSync Technology Curved Gaming Monitor","144Hz High Refresh Rate Experience smooth gaming with a blazing fast 144Hz refresh rate, that gives you the upperhand in fast moving games.","WQHD High Resolution Game titles will even look better, displaying more details due to the WQHD resolution.",1ms Fast Response Time Eliminate screen tearing and choppy frame rates with 1ms response time.,47,4,,
,,,329,"Acer XF251Q bmiirx Black 24.5"" Full HD Gaming Monitor, 75Hz, 1ms (GTG), AMD FreeSync, Height & Pivot Adjustment, Built-in Speakers, 2xHDMI, Blue Light Filter",,,,4,3,,
,,,178.17,"LG 32MA68HY-P Black 32"" Full HD IPS Monitor",,,,10,5,,
,,,219,"Acer K2 Series K242HQL cbid 23.6"" TN 1ms (GTG) Black Widescreen LED/LCD Monitor 1920 x 1080 FHD at 60 Hz Refresh Rate, Eco Friendly Design, Visual Comfortable W/D-sub HDMI, and DVI Connectivity",,,,60,4,,
,,,174,"Dell SE2216HV Black 22"" (21.5"" viewable) 1920 x 1080 60 HZ LCD Monitor with Tilt Adjustment, 250 cd/m2 DCR 8,000,000:1 (3000:1), D-Sub",,,,135,4,,
,,"Tilt , built in cable-management VESA Compatibility - Mountable ",630,"Dell S2715H 27"" Full HD 1920 x 1080 6 ms 60 Hz VGA, HDMI (MHL), USB 2.0 Built-in Speakers LCD Monitor IPS",,,,135,4,,
,,VESA Mount Compatible,419.38,"Acer ET322QU 32"" WQHD 2560 x 1440 2K Resolution 75Hz 4ms VGA HDMI DisplayPort AMD Radeon FreeSync Built-in Speakers Backlit LED IPS Monitor",75Hz Refresh Rate,2560 x 1440 WQHD 2K Resolution,4ms Response Time,66,4,,"HDMI (1.4), VGA, DisplayPort (1.2) Video Inputs"
,,,,"ASUS ROG Swift PG279Q Black 27"" 165Hz 2560 x 1440 2K 4ms NVDIA G-SYNC, 350cd/m2, 1000:1, DP, HDMI,  IPS Built-in Speakers, Tilt, Swivel, Pivot, Height Adjustable, VESA Mount",165Hz Refresh Rate,,,573,4,,
Tilt Adjustable,,VESA Mount Compatible,354.85,"MSI Optix G27C4W 27"" Full HD 1920 x 1080 1ms (MPRT) 165Hz 2xHDMI DisplayPort AMD FreeSync Anti-Glare Frameless Backlit LED Curved Gaming Monitor",165Hz Refresh Rate,1920 x 1080 Full HD Resolution,1ms (MPRT)  Response Time,8,5,,"2 x HDMI (1.4), DisplayPort (1.2) Video Inputs"
,,VESA Mount Compatible,613.67,"Acer ED347CKR bmidphzx 34"" UW-QHD 3440 x 1440 100Hz 4ms HDMI, DisplayPort, DVI AMD FreeSync Built-in Speakers USB Hub UltraWide LED Backlit Curved Gaming Monitor",100Hz High Refresh Rate,3440 x 1440 WQHD Resolution,4ms Ultra-Fast Response Time,102,4,,"HDMI, DisplayPort, DVI Video Inputs"
,,,,"HP 22ER Frameless Silver/White 21.5"" 7ms (GTG) IPS Widescreen LED Monitors, HDMI 1920 x 1080 60Hz, w/ Anti-Glare, Technicolor Color Certification with easy connectivity setting, 178/178 Viewing Angle",,,,29,5,,
,,,167.99,"HP 23ER Frameless Silver/White 23"" IPS Widescreen LCD/LED Monitors, HDMI 1920 x 1080 60 Hz, w/ Anti-Glare, Technicolor Color Certification with Easy Connectivity Setting, 178/178 Viewing Angle",,,,29,5,,
,,,319.99,VIOTEK NV32Q True 4K Monitor 32-Inch Curved | 60Hz 4ms (OD) Streaming-Ready 3840 x 2160p Monitor for Gaming/Movies | HDR-Ready 1500R VA Panel w/ FreeSync | HDMI 2.0 DP 1.2 Audio Out (VESA),Refresh Rate: 60Hz (OC) ,Resolution: 3840x2160p ,Response Time: 8ms GTG (4ms Overdrive) ,4,4,Curvature: 1500R ,
Tilt Adjustable,,VESA Mount Compatible,80,"Sceptre E205W-1600 20"" 1600 x 900 HD+ Resolution 75Hz 5ms 2xHDMI VGA Built-in Speakers Ultra Thin LED Backlit LCD Monitor",75Hz Refresh Rate,1600 x 900 HD+ Resolution,5ms Response Time,292,4,,"HDMI, DVI, VGA Video Inputs"
,,,299.99,"VIOTEK GNV32DB 32-Inch Gaming Monitor  144Hz WQHD (2560 x 1440p Monitor Resolution)  G-Sync-Ready FreeSync with LFC  3x HDMI, DP, Audio Out,  3-Year Warranty",Refresh Rate: 144Hz (max.) ,Resolution: 2560x1440p (QHD) ,Response Time: 6ms (GTG) / 4ms (OD) ,4,4,,
,,,198,"HP 27ER Frameless Silver/White 27"" IPS Widescreen LCD/LED Monitors, HDMI 1920x1080 60Hz, w/ Anti-Glare, Technicolor Color Certification with Easy Connectivity Setting, 178/178 Viewing Angle",,,,29,5,,
,,,284.94,"SCEPTRE E248W-1920 Black 24"" 5ms HDMI Widescreen LED Backlight LCD Monitor 250 cd/m2 DCR 5,000,000:1 (1000:1) Built-in Speakers, US Warranty",,,,292,4,,
,,,130,"SCEPTRE E275W-1920 Version 1 Black 27"" 5ms HDMI LED Backlight LCD Monitor 250 cd/m2 DCR 5,000,000:1 (1000:1) Built-in Speakers, US Warranty",,,,292,4,,
,,,95,"SCEPTRE E225W-1920 Black 22"" 5ms HDMI Widescreen LED Backlight LCD Monitor 250 cd/m2 DCR 5,000,000:1 (1000:1) Built-in Speakers, US Warranty",,,,292,4,,
"Tilt, Swivel, Height Adjustable",,VESA Mount Compatible,,"Acer Predator Z35 Z35P bmiphz 35"" Quad HD 3440 x 1440 4ms 100Hz 120Hz (OC) HDMI DisplayPort NVIDIA G-SYNC Flicker-Less Technology Built-in Speakers UltraWide Backlit LED Gaming Monitor","100Hz, 120Hz OverClocked Refresh Rate",3440 x 1440 Quad HD Resolution,4ms Response Time,16,3,,
Height & Tilt Adjustable Stand,,,540.99,"LG 34UM68-P Class 21:9 UltraWide Full HD FreeSync IPS P 34"" Monitor 5ms GTG 2560 x 1080 75Hz Refresh Rate Flicker Safe Black Stabilizer and On Screen Control w/ Screen Split 2.0 HDMI",,,,14,5,,
"Height, Pivot, Tilt Adjustable",,VESA Mount Compatible,583.58,LG 27GN750-B 27'' Full HD 1920 x 1080 1ms (GTG) 240Hz 2xHDMI DisplayPort USB Hub AMD RADEON FreeSync G-Sync Compatible Flicker Safe Backlit LED Gaming Monitor,240Hz Refresh Rate,1920 x 1080 Full HD Resolution,1ms (GTG) Response Time ,15,5,,"2 x HDMI, DisplayPort Video Inputs "
"Tilt, Height, Swivel Adjustable",,VESA Mount Compatible,868,"LG UltraGear 34GK950F-B 34"" Quad HD 3440 x 1440 2K 5ms (GTG at Faster) 144Hz 2xHDMI DisplayPort Radeon FreeSync 2 HDR 400 UltraWide Anti-Glare Curved Backlit LED Nano IPS Gaming Monitor",144Hz Refresh Rate,3440 x 1440 Quad HD 2K Resolution,"5ms (GTG at Faster), 1ms Motion Blur Reduction Response Time",19,3,,"2 x HDMI, DisplayPort Video Inputs"
,,,513.87,"Samsung U32H850 32"" 4K UHD Quantum Dot Monitor 3840 x 2160 4MS, PIP Sub-Screen, Flicker-free, 2 x HDMI, DisplayPort, Mini DisplayPort",,,,14,3,,
Tilt Adjustable,,VESA Mount Compatible,394.99,"ASUS VN248H-P 24"" (Actual size 23.8"") Full HD 1920 x 1080 5ms (GTG) VGA, 2x HDMI MHL Compatible Built-in Speakers Super Narrow Frame Design LED Backlit IPS Monitor",,1920 x 1080 Full HD Resolution,5ms Response Time,598,4,,"VGA, 2 x HDMI Video Inputs"
,,,349.99,"VIOTEK GNV34DB 34-Inch Ultrawide Gaming Monitor, Curved 1500R UWQHD VA Panel  100Hz 1440p Monitor Resolution  FreeSync FPS/RTS  3 HDMI Ports DP 3.5mm Aux",Refresh Rate: 100Hz (OC) ,Resolution: 3440x1440p ,Response Time: 6ms GTG (5ms Overdrive) ,7,4,Curvature: 1500R ,
,,,273.85,"ASUS VN279Q 27"" 1920 x 1080 5ms (GTG) D-Sub, HDMI, DisplayPort Built-in Speakers Ultra Wide View Monitor with Super Narrow Frame Design",,,,598,4,,
"Tilt, Height Adjustable",,VESA Mount Compatible,773.22,"Acer Predator Z35 bmiphz 35"" UXGA 2560 x 1080 2K Resolution 4ms 200Hz OvereClocked DisplayPort HDMI Built-in Speakers NVIDIA G-Sync Flicker-Less Technology Ultra-Wide Backlit LED Curved Gaming Monitor","144Hz, 200Hz Overclock Refresh Rate",2560 x 1080 UXGA 2K Resolution,4ms Response Time,28,3,,"DP, HDMI Video Inputs"
Tilt Adjustable,Flicker-Free Technology,VESA Mount Compatible,179,"BenQ GW2780 27"" Full HD 1920 x 1080 5ms 60Hz VGA HDMI DisplayPort Built-in Speakers Low Blue Light Flicker-Free Backlit LED IPS Monitor",,1920 x 1080 Full HD Resolution @ 60Hz,"5ms (Fast), 8ms (Normal) Response Time",67,5,,"VGA, HDMI (1.4), DisplayPort Video Inputs"
"Tilt, Height Adjustable",,VESA Mount Compatible,,"LG UltraGear 34"" Quad HD 3440 x 1440 2K 160Hz (OC) 1ms 2xHDMI DisplayPort Radeon FreeSync 2 NVIDIA G-Sync Compatible USB 3.0 Hub Nano IPS Curved Gaming Monitor","144Hz (GTG), 160Hz (OC GTG) Refresh Rate",3440 x 1440 Quad HD 2K Resolution,1ms Response Time,2,4,,"2 x HDMI (2.0), DisplayPort (1.4) Video Inputs"
,,,429.99,Lenovo G34w-10 34 Inch WLED Ultra-Wide Curved Gaming Monitor,,,,1,2,,
,,,304.55,"AOC U2790VQ 27"" 4K 3840x2160 UHD LED Monitor, IPS Panel, 5ms Response Time, 1 Billion+ Colors, 20M:1 Smart Contrast, DisplayPort/HDMI Inputs, VESA",,,,3,4,,
"Height, Pivot, Swivel, Tilt Adjustable",,VESA Compatibility - Mountable,274.07,"ASUS TUF GAMING VG259Q 25"" (Actual size 24.5"") Full HD 1920 x 1080 1ms (MPRT) 144Hz HDMI DisplayPort Built-in Speakers Extreme Low Motion Blur Adaptive-sync IPS Gaming Monitor",,,,4,4,,
"Tilt, Pivot, Swivel, Height Adjustable",,VESA Mount Compatible,358.22,"HP 27xq 27"" 2560 x 1440 Quad HD 2K 1ms 144Hz HDMI DisplayPort AMD FreeSync Low Blue Light Anti-Glare Micro-Edge LED Backlit Gaming Monitor",144Hz Refresh Rate,2560 x 1440 Quad HD 2K Resolution,1ms Response Time ,5,4,,"HDMI (2.0), DisplayPort (1.2) Video Inputs "
Tilt Adjustable,,VESA Mount Compatible,264,"Acer KG271U bmiippx 27"" WQHD 2560 x 1440 2K Resolution 1ms (GTG) 75Hz 2xHDMI, 2xDisplayPort AMD FreeSync Built-in Speakers LED Backlit Gaming Monitor",75Hz Refresh Rate,2560 x 1440 WQHD 2K Resolution,1ms Response Time,5,4,,"2 x HDMI, 2 x DisplayPort Video Inputs"
"Tilt, Height Adjustable",,VESA Mount Compatible,366.57,LG 34BL650-B UltraWide WFHD 2560 x 1080 5ms 75Hz HDMI DisplayPort Built-in Speakers Radeon FreeSync Borderless Bezel Height Adjustable IPS LED Monitor,,"2560 x 1080 WFHD Resolution @ 75Hz","5ms Response Time",8,4,,
Tilt Adjustable,,VESA Mount Compatible,399.98,"Acer Nitro Gaming VG271U Pbmiipx 27"" WQHD 2560 x 1440 2K Resolution 144Hz 1ms HDMI DisplayPort AMD FreeSync HDR 400 Built-in Speakers Backlit LED IPS Gaming Monitor",144Hz Refresh Rate,2560 x 1440 WQHD 2K Resolution,1ms Response Time (VRB),96,3,,"2 x HDMI, DisplayPort Video Inputs"
Tilt Adjustable Stand,,,449,"LG 29WK600-W Black/Silver 29"" FHD 1080p HDR AMD FreeSync UltraWide LED Monitor, 300 cd/m2, HDMI, DisplayPort, Tilt, VESA Compatible",,,,7,4,,
,,VESA Compatibility - Mountable,,"ASUS ROG Swift PG43UQ 43"" UHD 3840 x 2160 (4K) 1 ms (MPRT) 144 Hz 2xHDMI, 2xDisplayPort, USB, G-SYNC Compatible, DSC, DisplayHDR 1000, DCI-P3 90%, Adaptive Sync, Shadow Boost, Built-in Speakers Gaming Monitor",,,,9,4,,
,,,639.63,"BenQ EX3203R 31.5"" QHD 2560 x 1440 (2K) 4ms (GTG) 144 Hz HDMI, DisplayPort, USB-C FreeSync 2 Curved Widescreen LED Backlight Gaming Monitor","FreeSync 2 for Smoother Gaming 144Hz High Refresh Rate with 144Hz High Refresh Rate, EX3203R Brings Out an Ultra-smooth Gaming Experience",,,11,4,"QHD 32"" Screen with 1800R Curvature 90% DCI-P3 with HDR ,Curvature Ratio for Immersive Gaming EX3203R's 32"" Captures Your Attention and Fills Your Field of Vision",
"Tilt, Swivel, Height Adjustable",,VESA Mount Compatible,,"ASUS ROG Swift PG35VQ 35"" 21:9 Ultra-WQHD 3440 x 1440 2K Resolution 200Hz 2ms HDMI, DisplayPort NVIDIA G-SYNC HDR-10 Flicker-Free Low Blue Light LED Backlit Curved Gaming Monitor","Ultra-Fast 200Hz Refresh Rate for Super-Smooth Gaming Visuals","3440 x 1440 Ultra-WQHD 2K Resolution","2ms Response Time",12,4,,"HDMI (2.0), DisplayPort (1.4) Video Inputs"
